payment_id,order_id,payment_method,payment_status,amount,transaction_timestamp,gateway_transaction_id
628,628,debit_card,completed,129.99,2024-10-24 21:39:06+00,TXN-8F1913DFC9F9
629,629,bank_transfer,completed,27.99,2025-05-28 08:00:06+00,TXN-4F79C2CE7AFC
630,630,upi,completed,361.98,2025-07-04 09:35:06+00,TXN-2843ED644E8D
631,631,debit_card,completed,260.95,2025-03-30 13:19:36+00,TXN-8EAE5292B13B
632,632,debit_card,completed,211.22,2025-05-03 21:15:36+00,TXN-05F9A9DC45A7
633,633,credit_card,completed,35.98,2025-07-01 06:51:36+00,TXN-FECD329E887F
634,634,debit_card,completed,231.98,2024-05-31 00:39:58+00,TXN-D35236903175
635,635,upi,completed,94.99,2024-07-10 07:20:58+00,TXN-7D1B1AF4DBA9
636,636,debit_card,completed,521.97,2024-09-07 12:47:58+00,TXN-5FCF2EA03FBD
637,637,credit_card,failed,119.99,2024-09-26 18:06:58+00,TXN-FB4BB3AF7492
638,638,credit_card,completed,40.98,2024-10-24 00:16:58+00,TXN-8F4CDA78054C
639,639,debit_card,completed,157.48,2024-11-15 08:05:58+00,TXN-501194DADF5C
640,640,debit_card,completed,589.97,2024-12-11 13:39:58+00,TXN-3A0EF565B3F2
641,641,paypal,completed,158.40,2025-11-30 10:14:07+00,TXN-20DA85E5ACA8
642,642,credit_card,refunded,659.98,2025-11-28 14:47:05+00,TXN-61A9423C0FF4
643,643,apple_pay,completed,99.99,2025-12-21 03:30:05+00,TXN-D56EE7A7E539
644,644,debit_card,completed,75.98,2026-01-31 05:58:05+00,TXN-275307A1BED7
645,645,upi,completed,33.99,2026-02-24 09:17:05+00,TXN-60420FE2146E
646,646,apple_pay,completed,379.99,2025-01-25 05:17:49+00,TXN-D55181F858C9
647,647,paypal,completed,79.20,2024-02-01 12:11:21+00,TXN-2D8A276844BF
648,648,paypal,completed,136.00,2025-05-26 19:01:25+00,TXN-C5FAF2FCCA50
649,649,credit_card,completed,45.94,2025-10-27 22:25:34+00,TXN-963DC9B3F40E
650,650,paypal,completed,1149.96,2025-07-04 15:00:59+00,TXN-29A98146E8B1
651,651,paypal,completed,299.97,2024-03-21 22:52:10+00,TXN-2A4869A71CBC
652,652,credit_card,completed,130.92,2024-05-21 05:44:10+00,TXN-1D537EEE795F
653,653,apple_pay,completed,35.98,2024-06-29 14:30:10+00,TXN-CBA07893A535
654,654,credit_card,completed,127.99,2025-05-04 18:51:06+00,TXN-DCC40B4EBD20
655,655,apple_pay,completed,79.80,2025-05-28 02:45:06+00,TXN-624CBFAF1902
656,656,paypal,completed,446.38,2025-07-05 04:08:06+00,TXN-7EF8BCD45332
657,657,apple_pay,completed,119.98,2025-07-07 15:28:06+00,TXN-6383E0C1AE82
658,658,credit_card,completed,350.96,2024-04-30 14:57:49+00,TXN-D7E8BA745B7B
659,659,paypal,completed,68.31,2024-09-03 01:31:36+00,TXN-6348DE229B72
660,660,debit_card,completed,159.97,2025-03-22 00:13:58+00,TXN-0D709FF502D1
661,661,paypal,completed,89.99,2025-04-17 04:50:58+00,TXN-D938AFF24482
662,662,paypal,completed,359.88,2025-07-27 12:17:37+00,TXN-4385D4E4EBF6
663,663,credit_card,completed,404.96,2025-03-29 18:58:14+00,TXN-ADCAA3BE5CE1
664,664,credit_card,completed,227.99,2024-05-20 23:21:53+00,TXN-C0475AB146CC
665,665,debit_card,completed,289.99,2024-10-13 01:21:32+00,TXN-6F56A0D85027
666,666,apple_pay,refunded,149.98,2024-12-09 08:09:32+00,TXN-58E0BB240577
667,667,debit_card,completed,523.91,2025-01-25 13:38:52+00,TXN-23BB65A38FEE
668,668,credit_card,completed,272.72,2025-09-21 06:49:59+00,TXN-BB9762EBD49D
669,669,apple_pay,completed,188.97,2024-10-25 00:13:32+00,TXN-51FB42C64941
670,670,paypal,completed,161.99,2024-11-10 02:52:32+00,TXN-DF404EFC7B10
671,671,debit_card,completed,134.98,2025-06-03 05:44:34+00,TXN-83D6F6D6EE57
672,672,paypal,completed,716.97,2025-06-11 17:43:34+00,TXN-098AB6E21718
673,673,credit_card,completed,249.99,2025-03-15 03:27:15+00,TXN-27E907894A66
674,674,debit_card,pending,439.96,2025-03-05 08:26:14+00,TXN-F0DB0D783DCE
675,675,upi,completed,123.49,2025-03-19 16:00:14+00,TXN-C0AEE085890B
676,676,debit_card,completed,152.08,2025-05-13 04:45:23+00,TXN-C5011647054E
677,677,credit_card,completed,298.96,2025-01-10 07:10:48+00,TXN-5BD04ED02ABD
678,678,apple_pay,completed,50.98,2025-01-21 11:58:48+00,TXN-E5FAA49317C2
679,679,debit_card,completed,451.03,2024-11-10 16:52:44+00,TXN-9DB353703ABA
680,680,credit_card,refunded,205.47,2024-08-04 07:09:49+00,TXN-B8C43CFFE7A6
681,681,credit_card,pending,329.99,2024-08-26 16:46:49+00,TXN-C9D4C13DDC06
682,682,credit_card,completed,260.99,2024-10-06 02:42:49+00,TXN-6DD89F793515
683,683,paypal,failed,281.97,2025-09-27 13:09:12+00,TXN-0C14D501A889
684,684,upi,refunded,504.96,2025-10-11 20:47:12+00,TXN-E80241EC9029
685,685,paypal,completed,179.99,2025-03-01 16:08:43+00,TXN-8BD0A5D40601
686,686,debit_card,completed,119.34,2025-07-22 04:59:24+00,TXN-76F7F98664FE
687,687,paypal,completed,76.49,2025-08-08 10:46:24+00,TXN-80CE1B769629
688,688,debit_card,completed,151.98,2024-12-16 10:33:26+00,TXN-3FF2A790D0DA
689,689,apple_pay,completed,65.97,2024-12-16 23:05:06+00,TXN-F4EF7FF81348
690,690,credit_card,pending,489.98,2024-12-21 00:06:06+00,TXN-4EA36DA1A1E2
691,691,credit_card,completed,94.99,2024-11-19 01:47:02+00,TXN-09FD37736367
692,692,credit_card,failed,287.98,2024-05-08 18:41:06+00,TXN-6E22563C2937
693,693,apple_pay,completed,659.96,2024-05-28 02:07:06+00,TXN-0D00FC2C2475
694,694,credit_card,completed,923.96,2025-11-24 15:05:19+00,TXN-80B4AAA5E44E
695,695,credit_card,refunded,209.97,2026-01-23 21:45:19+00,TXN-4B204C15F8CC
696,696,credit_card,refunded,1034.94,2026-02-05 07:51:19+00,TXN-686F9A11C92F
697,697,debit_card,completed,75.98,2024-11-16 18:09:44+00,TXN-CB252C0A9953
698,698,credit_card,completed,333.98,2024-08-03 01:08:30+00,TXN-D68F4C3ACA6B
699,699,credit_card,completed,61.99,2024-08-07 06:49:30+00,TXN-E11A03C9EFA6
700,700,credit_card,completed,79.99,2024-08-30 10:49:30+00,TXN-F946B8678571
701,701,paypal,refunded,66.18,2024-10-05 13:59:30+00,TXN-4DA75C9B69BD
702,702,bank_transfer,completed,149.97,2024-10-30 02:49:30+00,TXN-1EE41201B110
703,703,credit_card,completed,183.49,2024-11-29 12:43:30+00,TXN-43071CDE14ED
704,704,debit_card,completed,331.95,2024-12-07 22:02:30+00,TXN-0E04F819F125
705,705,paypal,completed,30.98,2024-07-08 15:36:03+00,TXN-993ED9641B44
706,706,debit_card,completed,135.23,2024-07-17 03:21:03+00,TXN-A18A172E2A54
707,707,credit_card,completed,379.99,2024-06-07 14:56:30+00,TXN-C3A370404A59
708,708,debit_card,completed,345.48,2024-05-06 20:34:40+00,TXN-2D99D3FC608F
709,709,debit_card,completed,169.97,2024-06-16 05:09:40+00,TXN-EC85228AB24F
710,710,credit_card,completed,158.99,2024-05-31 13:53:15+00,TXN-BEB2BC43C964
711,711,debit_card,refunded,249.99,2025-10-13 10:04:11+00,TXN-D0CB23AEC35E
712,712,credit_card,completed,60.98,2024-12-26 02:56:14+00,TXN-8230CA2D6CAB
713,713,credit_card,completed,179.99,2025-06-27 21:01:17+00,TXN-7A296159895D
714,714,paypal,completed,71.99,2025-06-12 00:15:18+00,TXN-99D67143B722
715,715,credit_card,completed,189.98,2025-05-24 09:22:49+00,TXN-3DE66B5BE89D
716,716,paypal,completed,317.99,2025-06-06 14:57:49+00,TXN-3D1505CA1F74
717,717,paypal,completed,31.19,2025-11-05 02:21:00+00,TXN-C626509C794C
718,718,credit_card,completed,226.47,2025-11-29 04:48:00+00,TXN-9D9988656BEE
719,719,credit_card,completed,209.97,2024-04-02 01:11:09+00,TXN-866248381497
720,720,paypal,completed,139.98,2024-05-25 04:03:09+00,TXN-9EDA8C121BD1
721,721,bank_transfer,completed,321.57,2025-01-13 20:00:18+00,TXN-A6EDDB7B9F8E
722,722,credit_card,completed,94.99,2025-03-09 06:50:18+00,TXN-07FBF5302BB6
723,723,credit_card,completed,139.98,2025-03-15 15:48:18+00,TXN-A743423BE7CE
724,724,credit_card,completed,650.67,2025-03-27 20:34:18+00,TXN-3808996ADCF7
725,725,debit_card,completed,95.99,2025-04-02 06:03:18+00,TXN-C1B80FA95389
726,726,credit_card,completed,109.94,2025-05-26 08:56:18+00,TXN-C6DA22611689
727,727,debit_card,completed,181.98,2025-06-23 16:12:18+00,TXN-2D42FD801E5A
728,728,paypal,completed,579.98,2025-08-29 00:50:36+00,TXN-CC74A19E46C7
729,729,credit_card,completed,399.99,2024-08-18 10:49:11+00,TXN-30DD89440A90
730,730,debit_card,completed,75.98,2024-06-28 06:58:01+00,TXN-D3768E8FE979
731,731,paypal,completed,159.98,2024-08-24 08:13:01+00,TXN-0F33F49812F3
732,732,apple_pay,completed,75.99,2024-09-03 16:59:01+00,TXN-7194B386F08F
733,733,credit_card,completed,129.97,2024-03-26 05:58:10+00,TXN-B59544ACDB89
734,734,apple_pay,completed,596.94,2024-07-05 22:19:03+00,TXN-DE243A7C7FE3
735,735,credit_card,pending,239.98,2025-01-12 21:51:14+00,TXN-DB1E54389DFE
736,736,paypal,completed,65.98,2025-01-27 02:02:14+00,TXN-9B29E6C80B43
737,737,credit_card,completed,289.98,2025-03-28 11:02:14+00,TXN-2018ABC5E3C4
738,738,apple_pay,completed,313.17,2025-04-13 23:40:14+00,TXN-08B238DF0C11
739,739,paypal,completed,142.19,2024-02-22 14:39:17+00,TXN-FA2E78720D42
740,740,credit_card,completed,701.95,2025-07-14 06:27:37+00,TXN-CE898C4C8DD1
741,741,credit_card,completed,75.98,2024-08-01 00:11:44+00,TXN-5A18DFD9C4A2
742,742,debit_card,completed,119.99,2025-05-12 10:10:49+00,TXN-1D39881BC11E
743,743,bank_transfer,completed,439.96,2025-06-27 14:49:49+00,TXN-46B0BF04CA70
744,744,debit_card,completed,199.98,2025-07-16 16:59:49+00,TXN-5FBCE56DD712
745,745,credit_card,completed,27.99,2024-10-17 05:15:51+00,TXN-7A6AB53FBB63
746,746,credit_card,completed,30.98,2024-11-01 13:36:51+00,TXN-0F2B303B57A8
747,747,credit_card,completed,487.48,2025-11-18 17:41:16+00,TXN-ACAFDE16AE64
748,748,credit_card,completed,40.98,2024-02-05 21:51:06+00,TXN-0B938D6FBF10
749,749,paypal,completed,40.98,2024-04-03 04:13:06+00,TXN-EB35E84FE9A2
750,750,credit_card,completed,690.95,2024-04-16 12:44:56+00,TXN-DF4E199E6138
751,751,debit_card,completed,359.97,2024-04-21 10:04:10+00,TXN-2A7A7E86AAA7
752,752,credit_card,completed,579.98,2025-05-18 21:30:00+00,TXN-2149F4FB3996
753,753,credit_card,completed,88.00,2024-04-02 13:12:43+00,TXN-8ED0B826C8DC
754,754,credit_card,pending,427.45,2024-04-14 19:31:43+00,TXN-AE3BB8C8DA2D
755,755,debit_card,completed,37.99,2025-07-01 10:32:14+00,TXN-105C7E69B731
756,756,apple_pay,completed,57.28,2025-07-08 16:08:14+00,TXN-9514F45F063A
757,757,credit_card,completed,161.49,2025-06-29 00:52:09+00,TXN-D4314D142466
758,758,credit_card,completed,104.98,2025-08-06 05:07:09+00,TXN-5EDFEBBEEF57
759,759,debit_card,completed,169.19,2025-09-19 06:27:09+00,TXN-DE5F3DF36CDD
760,760,credit_card,completed,786.94,2024-04-03 00:47:56+00,TXN-CC8DE0DD710E
761,761,paypal,completed,169.93,2024-04-12 12:59:56+00,TXN-9739B03E3A23
762,762,credit_card,completed,374.46,2024-05-22 18:10:56+00,TXN-FF3F30BA5870
763,763,paypal,completed,89.99,2024-11-18 20:13:35+00,TXN-04DAE573094A
764,764,debit_card,completed,33.99,2024-01-23 06:49:57+00,TXN-65CCF0733192
765,765,credit_card,completed,65.98,2024-02-29 01:21:00+00,TXN-C2FAF4E03171
766,766,credit_card,completed,329.99,2024-03-03 02:58:00+00,TXN-491A88C69FF4
767,767,credit_card,completed,279.99,2025-09-30 11:08:39+00,TXN-D2B1D781A91E
768,768,credit_card,completed,344.97,2025-08-12 07:05:49+00,TXN-DDFA49D8F45A
769,769,debit_card,completed,296.99,2025-08-16 14:02:49+00,TXN-ADC04423DD5D
770,770,credit_card,completed,284.00,2025-08-06 00:52:37+00,TXN-D0382AB4A63D
771,771,apple_pay,completed,884.97,2024-11-05 05:28:28+00,TXN-344EF5FDA6C4
772,772,credit_card,completed,389.97,2024-12-13 08:36:28+00,TXN-366569854C46
773,773,credit_card,completed,75.98,2025-04-04 11:48:01+00,TXN-85BC7F9FA163
774,774,paypal,refunded,501.95,2025-05-15 14:31:01+00,TXN-F68A0D5CB9DA
775,775,upi,completed,94.98,2025-06-24 07:12:10+00,TXN-C5EC010D38D3
776,776,credit_card,completed,440.98,2025-07-11 09:55:10+00,TXN-45A6E15A4AE7
777,777,credit_card,refunded,65.98,2025-07-13 16:11:10+00,TXN-C8A377F1432D
778,778,credit_card,completed,35.98,2025-09-03 21:02:10+00,TXN-E9E8A720CE1F
779,779,credit_card,completed,569.97,2025-05-28 12:49:32+00,TXN-9C167DC3DC86
780,780,credit_card,completed,139.98,2025-07-01 15:10:32+00,TXN-DEABCCBFF0A9
781,781,debit_card,completed,55.98,2025-07-06 19:11:32+00,TXN-83147AB9FB84
782,782,paypal,completed,379.99,2025-07-20 07:06:32+00,TXN-40EA0BC421A7
783,783,paypal,completed,35.98,2025-06-21 09:26:14+00,TXN-43F21F167B7F
784,784,credit_card,completed,90.24,2025-07-17 11:36:14+00,TXN-EA043FE47E0E
785,785,paypal,completed,88.00,2025-09-14 16:53:14+00,TXN-E1E8C1DC5AEE
786,786,upi,completed,75.98,2025-09-16 19:04:14+00,TXN-233EA92AA62A
787,787,apple_pay,completed,234.98,2025-03-14 10:45:27+00,TXN-EB9246ADBBFE
788,788,debit_card,completed,979.95,2025-05-03 13:29:27+00,TXN-D9305F8E4D22
789,789,credit_card,refunded,239.97,2025-01-25 11:15:56+00,TXN-26757EE44813
790,790,debit_card,completed,55.98,2025-02-25 22:04:56+00,TXN-DC660FCFB17A
791,791,debit_card,completed,70.98,2025-04-25 10:01:56+00,TXN-5AD4B6992357
792,792,credit_card,completed,399.98,2025-05-23 13:13:56+00,TXN-23DABF02026D
793,793,debit_card,completed,94.99,2025-07-23 01:51:56+00,TXN-FEF4E5844098
794,794,paypal,completed,143.99,2024-11-11 20:35:40+00,TXN-84464EC3BED3
795,795,upi,completed,57.79,2024-04-04 19:51:21+00,TXN-DF0E5D0B80C9
796,796,credit_card,completed,193.47,2025-09-17 19:08:36+00,TXN-6124D4A9DBF3
797,797,debit_card,completed,35.73,2024-02-20 19:26:47+00,TXN-D35DC6EC7E26
798,798,bank_transfer,completed,301.44,2024-03-25 02:53:47+00,TXN-EF2122D8A58D
799,799,debit_card,completed,289.97,2024-04-12 22:37:58+00,TXN-86F11D97F6A4
800,800,upi,completed,94.99,2025-07-11 03:50:08+00,TXN-868156052FA2
801,801,debit_card,completed,47.99,2025-08-12 15:29:08+00,TXN-F587FC230336
802,802,paypal,completed,199.98,2024-06-07 15:02:27+00,TXN-D60729754422
803,803,credit_card,completed,259.97,2024-02-09 15:18:46+00,TXN-3C9B15390FDC
804,804,upi,completed,59.99,2024-01-17 20:40:33+00,TXN-357B47C2818B
805,805,paypal,completed,98.98,2024-05-20 07:34:32+00,TXN-C2463E2B6032
806,806,debit_card,completed,247.47,2024-06-13 14:08:32+00,TXN-53E24E8094C3
807,807,paypal,completed,89.99,2024-06-18 19:08:32+00,TXN-E101EFE1A0A6
808,808,credit_card,completed,279.89,2024-11-29 15:39:35+00,TXN-1312EC938F3E
809,809,upi,refunded,414.98,2025-01-05 23:22:35+00,TXN-E7253C415188
810,810,credit_card,completed,126.99,2025-04-24 18:05:11+00,TXN-EDA691153381
811,811,credit_card,completed,94.99,2025-06-24 04:02:11+00,TXN-2747A85C9DB8
812,812,credit_card,completed,124.99,2025-07-20 15:10:34+00,TXN-9BFB831123F5
813,813,credit_card,completed,61.99,2025-03-16 05:21:46+00,TXN-D7EE611979BE
814,814,debit_card,completed,159.98,2025-04-10 17:38:46+00,TXN-5AC75F1968FC
815,815,credit_card,completed,115.85,2025-05-18 23:04:46+00,TXN-F3A25E654485
816,816,apple_pay,completed,94.47,2024-04-29 06:28:10+00,TXN-16867D4FDACA
817,817,credit_card,completed,30.98,2024-05-04 13:27:10+00,TXN-E2E9BB299F12
818,818,credit_card,completed,80.99,2024-02-28 23:49:32+00,TXN-569BE5D3769A
819,819,upi,completed,85.99,2024-03-03 10:05:32+00,TXN-3D3F26EB3A13
820,820,credit_card,completed,732.19,2025-06-23 06:25:03+00,TXN-789804DD579B
821,821,debit_card,completed,99.99,2025-07-08 12:21:03+00,TXN-975AED6644F7
822,822,credit_card,completed,37.99,2025-08-22 18:30:03+00,TXN-54CD2F01ECB1
823,823,credit_card,completed,159.98,2025-09-02 00:04:03+00,TXN-02C5CB6429A2
824,824,debit_card,completed,33.99,2024-02-15 01:47:06+00,TXN-8CFF99FAE478
825,825,credit_card,completed,116.99,2024-03-11 04:58:06+00,TXN-6AEB56204EB1
826,826,debit_card,completed,94.98,2024-03-16 11:44:06+00,TXN-9A377D099D1A
827,827,paypal,completed,85.49,2024-04-11 14:19:06+00,TXN-12BEF57BED4D
828,828,paypal,completed,469.98,2024-05-29 16:53:06+00,TXN-0397DA51680B
829,829,apple_pay,completed,594.95,2024-06-30 21:43:06+00,TXN-B16984010CAC
830,830,bank_transfer,completed,179.98,2025-11-13 13:30:13+00,TXN-EEBFE6C85313
831,831,apple_pay,completed,359.98,2024-05-21 08:58:30+00,TXN-F6992295DBBB
832,832,credit_card,completed,280.22,2024-08-12 09:28:45+00,TXN-1CB6F0C67BC4
833,833,apple_pay,completed,31.19,2024-10-01 17:08:45+00,TXN-F8E7E084E8C5
834,834,debit_card,pending,409.48,2024-10-06 00:33:45+00,TXN-075AB2409414
835,835,paypal,completed,169.98,2024-05-08 18:55:14+00,TXN-E9436B720D16
836,836,apple_pay,completed,374.97,2025-03-10 22:51:44+00,TXN-56363D614D48
837,837,debit_card,completed,403.99,2024-05-15 05:10:52+00,TXN-6C9ABC0E83C6
838,838,credit_card,completed,209.98,2024-06-20 17:27:52+00,TXN-C1D41114B7B9
839,839,credit_card,completed,823.46,2024-07-12 19:22:52+00,TXN-C0F5E134D9B2
840,840,bank_transfer,completed,55.98,2024-08-02 05:21:52+00,TXN-2B32A4462C36
841,841,paypal,completed,75.98,2024-09-17 22:04:39+00,TXN-A95B5E2F15E7
842,842,credit_card,completed,70.98,2024-12-20 23:20:22+00,TXN-4CF9F750A682
843,843,credit_card,completed,65.98,2024-08-13 07:37:52+00,TXN-87B5632A8152
844,844,credit_card,completed,359.98,2024-09-01 18:26:52+00,TXN-16D9D1AC4BF3
845,845,apple_pay,completed,41.94,2025-05-29 10:57:57+00,TXN-45B42595F3E3
846,846,credit_card,refunded,129.98,2024-03-02 13:54:59+00,TXN-8EC1C9E3F75F
847,847,credit_card,completed,45.94,2024-03-10 17:10:59+00,TXN-E2C69313E878
848,848,credit_card,completed,249.99,2024-05-09 19:33:35+00,TXN-DA88EA98BB17
849,849,paypal,completed,88.47,2025-03-17 00:26:37+00,TXN-831237C3A846
850,850,debit_card,completed,199.98,2025-05-04 02:54:37+00,TXN-085F4D73A9D7
851,851,credit_card,completed,443.99,2024-11-11 09:11:27+00,TXN-F798F50F729D
852,852,credit_card,completed,65.98,2025-11-03 15:02:57+00,TXN-A168E270D794
853,853,upi,completed,79.90,2025-11-23 00:02:57+00,TXN-340972302786
854,854,paypal,completed,154.98,2025-09-01 00:21:44+00,TXN-57EAEADA475A
855,855,credit_card,completed,196.72,2025-10-24 02:12:44+00,TXN-00DB85BC820A
856,856,paypal,completed,329.99,2024-11-06 09:00:46+00,TXN-37C3C32E5C17
857,857,credit_card,completed,294.96,2025-03-20 18:59:00+00,TXN-4B279A237DA1
858,858,debit_card,completed,296.48,2025-05-07 05:47:00+00,TXN-77CE74738204
859,859,credit_card,completed,63.98,2024-03-19 20:51:46+00,TXN-BDF5A6CA958A
860,860,apple_pay,completed,177.97,2024-06-30 05:24:09+00,TXN-267C69CC5822
861,861,credit_card,completed,84.98,2025-03-13 16:32:27+00,TXN-9E27A62E77EA
862,862,credit_card,completed,317.99,2025-06-07 03:25:22+00,TXN-AEE2D34A3D35
863,863,credit_card,completed,159.99,2025-07-17 16:05:22+00,TXN-B997E75628BB
864,864,debit_card,completed,149.98,2024-09-18 19:54:52+00,TXN-D9A6F7753AC4
865,865,credit_card,completed,30.98,2024-05-23 10:12:06+00,TXN-E791D2F13999
866,866,credit_card,completed,334.48,2024-06-03 20:47:06+00,TXN-68DFC885732B
867,867,apple_pay,completed,499.98,2024-06-28 09:15:06+00,TXN-E88AE1FC3CFE
868,868,debit_card,completed,92.99,2024-04-14 21:46:31+00,TXN-CFDE620524E7
869,869,debit_card,completed,466.18,2024-05-28 09:52:31+00,TXN-A83BF3A809AB
870,870,credit_card,completed,159.98,2024-05-26 05:09:35+00,TXN-22BEC39BBD74
871,871,debit_card,completed,1247.96,2024-06-11 12:55:35+00,TXN-3C8ED74994E5
872,872,credit_card,pending,82.99,2024-08-10 16:33:35+00,TXN-759FBF32D85C
873,873,debit_card,pending,97.99,2025-11-29 15:25:45+00,TXN-FF6E33A77A07
874,874,credit_card,completed,855.98,2026-01-11 03:41:45+00,TXN-DE408E419458
875,875,credit_card,completed,101.99,2026-02-04 16:21:45+00,TXN-7FB33CED2B07
876,876,paypal,completed,322.98,2025-02-27 20:42:08+00,TXN-1C560DFCDC6D
877,877,credit_card,completed,224.98,2025-04-26 22:27:08+00,TXN-95FA530EC43E
878,878,paypal,refunded,1079.96,2025-05-14 03:16:08+00,TXN-29CDC9D15C91
879,879,credit_card,completed,591.97,2025-02-07 02:14:09+00,TXN-68AD219A18C2
880,880,credit_card,completed,452.98,2025-02-23 07:53:09+00,TXN-1FD289BFB4ED
881,881,credit_card,completed,199.98,2025-03-15 09:32:09+00,TXN-5E4437CAFDB6
882,882,apple_pay,completed,55.98,2025-08-11 13:55:39+00,TXN-DEB0E5C096E5
883,883,paypal,completed,239.89,2024-02-07 00:05:48+00,TXN-BE433E49FB7E
884,884,credit_card,completed,136.00,2024-02-29 01:16:48+00,TXN-500F5B5824A7
885,885,paypal,completed,221.98,2025-02-12 22:13:49+00,TXN-A5839F4FAD63
886,886,debit_card,completed,89.99,2025-03-10 09:43:49+00,TXN-6DC3EA507E7D
887,887,credit_card,completed,129.99,2025-04-01 13:47:49+00,TXN-46D0A22F4697
888,888,credit_card,completed,80.98,2025-02-17 13:37:43+00,TXN-CF85D86D97FE
889,889,credit_card,completed,119.99,2024-10-23 03:08:31+00,TXN-AC64353D2788
890,890,credit_card,completed,324.97,2025-11-18 08:36:44+00,TXN-F3AD1F1B0ED2
891,891,credit_card,completed,629.96,2024-03-01 08:13:43+00,TXN-2DA1040CBFED
892,892,credit_card,completed,35.91,2024-04-08 10:03:06+00,TXN-A65B1F879480
893,893,paypal,completed,35.73,2024-06-04 20:11:06+00,TXN-785FFABB6FE2
894,894,credit_card,completed,152.99,2024-06-14 00:27:06+00,TXN-1FD82B1464E7
895,895,credit_card,completed,144.98,2024-06-24 04:46:06+00,TXN-22C29A8C0BEE
896,896,credit_card,completed,49.99,2024-08-22 09:03:06+00,TXN-A953ACE8093C
897,897,debit_card,completed,119.85,2024-09-17 16:26:06+00,TXN-8F11B2B13102
898,898,credit_card,completed,109.98,2025-04-09 09:23:26+00,TXN-93D1A6CB1614
899,899,credit_card,completed,35.98,2025-05-23 13:44:26+00,TXN-54ECB3E8827D
900,900,upi,completed,55.98,2024-02-07 03:33:14+00,TXN-5EC743CAA725
901,901,debit_card,refunded,136.00,2024-03-27 15:08:14+00,TXN-2659AD82FF9F
902,902,apple_pay,completed,27.99,2025-03-14 10:11:11+00,TXN-B6B17FD49731
903,903,debit_card,completed,55.97,2025-04-27 12:37:11+00,TXN-32F33C5D26A8
904,904,credit_card,completed,659.98,2025-10-14 19:15:56+00,TXN-C80A25F4287C
905,905,credit_card,completed,124.99,2025-06-21 06:33:44+00,TXN-2FA3B37055A0
906,906,debit_card,completed,124.99,2024-01-16 12:37:59+00,TXN-FF38619956DF
907,907,apple_pay,completed,142.47,2024-02-27 17:37:59+00,TXN-73D47237F27C
908,908,credit_card,completed,94.99,2024-04-06 01:42:59+00,TXN-D6C76F7EC980
909,909,paypal,completed,80.98,2024-04-14 05:04:59+00,TXN-E61FE9360CBF
910,910,credit_card,completed,184.58,2024-06-13 16:30:59+00,TXN-F269445F2821
911,911,credit_card,completed,273.58,2024-06-18 19:25:59+00,TXN-F6BCD649A32F
912,912,paypal,completed,269.97,2024-07-28 07:07:59+00,TXN-A8B40E0DF450
913,913,paypal,completed,149.98,2025-05-06 00:00:11+00,TXN-6F483E6F2AD0
914,914,apple_pay,pending,55.98,2025-04-23 03:47:58+00,TXN-FC3ADB8BAB47
915,915,upi,completed,699.96,2025-06-14 11:54:58+00,TXN-77BE52AE4903
916,916,credit_card,completed,99.99,2025-07-27 14:12:58+00,TXN-8D26E31B1000
917,917,credit_card,completed,45.94,2025-08-11 21:42:58+00,TXN-56E6979215BE
918,918,credit_card,completed,329.92,2025-09-16 13:55:34+00,TXN-6E1E5F51F2BC
919,919,credit_card,completed,369.96,2025-10-30 17:19:34+00,TXN-AA1D55B95995
920,920,bank_transfer,completed,124.98,2025-01-17 01:32:26+00,TXN-915BB7AE73E5
921,921,credit_card,refunded,384.98,2025-08-06 01:10:36+00,TXN-AD5E644B994C
922,922,credit_card,completed,30.98,2025-08-17 04:38:36+00,TXN-E28B1DC39246
923,923,paypal,completed,160.18,2025-08-19 12:39:36+00,TXN-8BC66462C4A0
924,924,credit_card,completed,75.98,2025-10-11 15:35:36+00,TXN-888CDDDA22C4
925,925,credit_card,completed,94.99,2025-11-15 03:42:36+00,TXN-E43ECDEF4AC0
926,926,credit_card,completed,94.99,2024-04-02 13:29:18+00,TXN-C689625A6241
927,927,debit_card,completed,109.98,2024-08-16 13:11:14+00,TXN-8652F034BD70
928,928,credit_card,completed,127.19,2024-08-18 20:29:14+00,TXN-234D0E1E74D0
929,929,credit_card,completed,569.97,2025-03-10 13:21:50+00,TXN-B9BB3E86BACD
930,930,debit_card,refunded,426.59,2025-03-26 19:52:50+00,TXN-5854D8355C58
931,931,debit_card,completed,749.95,2025-05-25 08:20:50+00,TXN-FF59D5AA0C48
932,932,debit_card,completed,359.98,2025-07-23 20:20:50+00,TXN-4BA36BBA87CF
933,933,credit_card,completed,109.98,2025-05-28 21:58:23+00,TXN-2E580D221D4C
934,934,debit_card,completed,399.99,2025-09-18 19:56:44+00,TXN-A97E5130AA1F
935,935,credit_card,completed,179.99,2025-11-13 04:51:44+00,TXN-79AD4295C897
936,936,upi,completed,40.98,2025-04-14 18:55:09+00,TXN-D7B5FC45C15B
937,937,credit_card,completed,47.99,2024-11-03 02:41:21+00,TXN-78FC494E3DF3
938,938,credit_card,completed,259.98,2024-06-18 04:19:43+00,TXN-7745D3035514
939,939,credit_card,completed,109.33,2025-04-23 07:36:21+00,TXN-2F221EB792FC
940,940,credit_card,completed,191.90,2025-08-31 00:31:21+00,TXN-E0D135C69F2C
